StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,IC,gender,age,edu1,attention1,interest,TV,news,vote,LRself,RFself,PSself,GRself,LOself,LRparty_1,LRparty_2,LRparty_3,LRparty_4,LRparty_5,LRparty_6,LRparty_7,LRparty_25,LRparty_26,LRtime_First Click,LRtime_Last Click,LRtime_Page Submit,LRtime_Click Count,RFparty_1,RFparty_2,RFparty_3,RFparty_4,RFparty_5,RFparty_6,RFparty_7,RFparty_8,RFparty_9,RFtime_First Click,RFtime_Last Click,RFtime_Page Submit,RFtime_Click Count,PSparty_1,PSparty_2,PSparty_3,PSparty_4,PSparty_5,PSparty_6,PSparty_7,PSparty_8,PSparty_9,PStime_First Click,PStime_Last Click,PStime_Page Submit,PStime_Click Count,GRparty_1,GRparty_2,GRparty_3,GRparty_4,GRparty_5,GRparty_6,GRparty_7,GRparty_8,GRparty_9,GRparty_First Click,GRparty_Last Click,GRparty_Page Submit,GRparty_Click Count,LOparty_1,LOparty_2,LOparty_3,LOparty_4,LOparty_5,LOparty_6,LOparty_7,LOparty_8,LOparty_9,LOtime_First Click,LOtime_Last Click,LOtime_Page Submit,LOtime_Click Count,manipulation_1,manipulation_2,manipulation_3,manipulation_4,manipulation_5,manipulation_6,manipulation_7,manipulation_DO_1,manipulation_DO_2,manipulation_DO_3,manipulation_DO_4,manipulation_DO_5,manipulation_DO_6,manipulation_DO_7,LRCtrl_1,LRCtrl_2,LRCtrl_3,LRCtrl_4,LRCtrl_5,LRCtrl_6,LRCtrl_7,LRCtrl_8,LRCtrl_9,LRCtrl_time_First Click,LRCtrl_time_Last Click,LRCtrl_time_Page Submit,LRCtrl_time_Click Count,RFCtrl_1,RFCtrl_2,RFCtrl_3,RFCtrl_4,RFCtrl_5,RFCtrl_6,RFCtrl_7,RFCtrl_8,RFCtrl_9,RFCtrl_time_First Click,RFCtrl_time_Last Click,RFCtrl_time_Page Submit,RFCtrl_time_Click Count,PSCtrl_1,PSCtrl_2,PSCtrl_3,PSCtrl_4,PSCtrl_5,PSCtrl_6,PSCtrl_7,PSCtrl_8,PSCtrl_9,PSCtrl_time_First Click,PSCtrl_time_Last Click,PSCtrl_time_Page Submit,PSCtrl_time_Click Count,GRCtrl_1,GRCtrl_2,GRCtrl_3,GRCtrl_4,GRCtrl_5,GRCtrl_6,GRCtrl_7,GRCtrl_8,GRCtrl_9,GRCtrl_time_First Click,GRCtrl_time_Last Click,GRCtrl_time_Page Submit,GRCtrl_time_Click Count,LOCtrl_1,LOCtrl_2,LOCtrl_3,LOCtrl_4,LOCtrl_5,LOCtrl_6,LOCtrl_7,LOCtrl_8,LOCtrl_9,LOCtrl_time_First Click,LOCtrl_time_Last Click,LOCtrl_time_Page Submit,LOCtrl_time_Click Count,prime,integration,interior,environment,justice,leftCtrl,leftCtrl_time_First Click,leftCtrl_time_Last Click,leftCtrl_time_Page Submit,leftCtrl_time_Click Count,rightCtrl,rightCtrl_time_First Click,rightCtrl_time_Last Click,rightCtrl_time_Page Submit,rightCtrl_time_Click Count,leftTreat,leftTreat_time_First Click,leftTreat_time_Last Click,leftTreat_time_Page Submit,leftTreat_time_Click Count,rightTreat,rightTreat_time_First Click,rightTreat_time_Last Click,rightTreat_time_Page Submit,rightTreat_time_Click Count,know1,know1_DO_1,know1_DO_2,know1_DO_3,know1_DO_4,know1_DO_5,know2,attention2,attention2_DO_1,attention2_DO_2,attention2_DO_3,attention2_DO_4,attention2_DO_5,know3,know3_DO_1,know3_DO_2,know3_DO_3,know3_DO_4,know3_DO_5,rid,Q_TotalDuration,exp1,party,exp2,direction,FL_32_DO_FL_34,FL_32_DO_FL_36,FL_32_DO_FL_104,FL_32_DO_FL_105,FL_32_DO_FL_106,FL_39_DO_FL_44,FL_39_DO_FL_107,FL_39_DO_FL_108,FL_39_DO_FL_109,FL_101_DO_Experiment1-Refugees,FL_101_DO_Experiment1-PublicSector,FL_101_DO_Experiment1-Environment,FL_101_DO_Experiment1-LawandOrder,FL_102_DO_Experiment1-RefugeesControl,FL_102_DO_Experiment1-PublicSectorControl,FL_102_DO_Experiment1-EnvironmentControl,FL_102_DO_Experiment1-LawandOrderControl,FL_62_DO_FL_63,FL_62_DO_FL_103,FL_62_DO_FL_110,FL_64_DO_FL_65,FL_64_DO_FL_111,PoliticalAttitudes_DO_LOself,PoliticalAttitudes_DO_GRself,PoliticalAttitudes_DO_RFself,PoliticalAttitudes_DO_LRself,PoliticalAttitudes_DO_PSself
2018-05-18 5:25:50,2018-05-18 5:35:50,0,100,600,1,2018-05-18 5:35:51,R_3rYs0BJKDvkdcuI,anonymous,DA,1,2,60,10,5,3,7,4,6,9,6,7,6,6,2,2,7,3,11,9,11,2,10,132.864,167.04,169.702,9,2,2,6,1,9,8,9,2,10,16.033,35.415,36.521,9,3,3,6,7,8,8,11,4,8,18.289,35.664,36.529,9,5,3,8,6,11,10,10,3,10,13.417,32.548,33.454,9,3,2,8,3,11,9,9,3,10,23.066,52.637,53.825,9,1,1,NA,NA,NA,NA,NA,2,4,3,6,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,30.558,30.558,32.043,1,1,1,3,4,2,5,179,2,2,3,1,4,5,1,2,4,1,3,5,5afe9bc8-cb36-40cb-ba3a-9e95766e4acb,600,allerede har dannet,Liberal Alliance,har et klart oenske om,2,NA,1,NA,NA,NA,1,4,3,2,2,3,4,1,NA,NA,NA,NA,NA,1,NA,NA,1,3,5,4,1,2
2018-05-18 5:39:28,2018-05-18 5:40:32,0,100,63,1,2018-05-18 5:40:32,R_OAKgFj8IPOoeQRH,anonymous,DA,1,1,81,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5afe9efc-98f4-44aa-aefb-e2fac63e9545,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18 5:39:19,2018-05-18 5:41:02,0,100,102,1,2018-05-18 5:41:02,R_2EcqnMYJl7X34SL,anonymous,DA,1,2,49,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5afe9e7e-8d9a-4b88-a61c-0fed19cabeac,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18 5:31:36,2018-05-18 5:41:17,0,100,581,1,2018-05-18 5:41:17,R_r136ByzgTiyucmJ,anonymous,DA,1,2,50,10,5,3,6,6,6,9,4,10,9,3,1,12,2,4,8,11,7,3,12,17.4,94.851,99.375,49,3,12,12,1,8,9,9,12,12,4.619,52.369,53.854,50,12,12,12,8,12,9,12,3,12,6.654,53.226,54.822,61,5,5,12,6,6,9,8,12,12,7.938,26.672,27.404,32,2,11,3,2,9,10,9,6,4,1.865,49.758,51.513,41,1,1,NA,NA,NA,NA,NA,2,1,6,3,4,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.555,26.75,28.318,17,NA,NA,NA,NA,NA,2,1,2,4,3,5,86,2,4,3,2,1,5,5,3,1,4,2,5,5afe9d3f-5240-4673-b95c-090eb477c481,581,allerede har dannet,Dansk Folkeparti,paa ingen maade oensker,1,NA,NA,1,NA,NA,2,3,4,1,3,2,4,1,NA,NA,NA,NA,NA,NA,1,1,NA,4,2,5,1,3
2018-05-18 5:39:02,2018-05-18 5:41:24,0,100,141,1,2018-05-18 5:41:25,R_piUEx39LdmncKLT,anonymous,DA,1,1,52,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5afe9eca-1ff9-408b-b922-6114a678ebab,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18 5:32:07,2018-05-18 5:42:21,0,100,613,1,2018-05-18 5:42:21,R_1r2DpD17IlZvkJn,anonymous,DA,1,2,54,6,5,3,7,7,6,3,4,9,9,4,10,10,6,11,12,2,1,10,1,75.13,104.712,105.993,10,5,2,7,1,12,6,7,4,7,14.316,67.106,68.431,14,4,3,6,8,12,8,9,4,9,20.419,61.724,62.983,11,12,12,12,12,11,12,12,12,10,35.305,54.157,55.051,9,12,12,12,1,12,12,12,12,12,14.773,24.703,26.21,9,1,1,NA,NA,NA,NA,NA,3,6,5,4,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20.34,20.34,21.834,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,1,5,179,2,1,2,4,3,5,1,2,3,1,4,5,5afe9d5f-c873-4f6b-b999-9d1aeabe5f85,613,umuligt kan danne,Dansk Folkeparti,control,2,NA,NA,NA,1,NA,1,3,4,2,3,2,1,4,NA,NA,NA,NA,1,NA,NA,NA,1,4,3,2,1,5
2018-05-18 5:43:20,2018-05-18 5:44:00,0,100,40,1,2018-05-18 5:44:01,R_D5CHzIA6Ff3GszT,anonymous,DA,1,2,63,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5afea003-0c47-461a-b777-12cf8189d788,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18 5:44:11,2018-05-18 5:45:03,0,100,51,1,2018-05-18 5:45:03,R_3pti8vyGtJvWoWI,anonymous,DA,1,2,60,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5afea01f-8c0a-440b-a1c5-007a5022cccf,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18 5:46:58,2018-05-18 5:47:45,0,100,46,1,2018-05-18 5:47:45,R_4ZbB0gSPhADcbN7,anonymous,DA,1,2,52,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5afea0da-6116-42ce-a33a-6a4e91bd1e1e,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18 5:32:52,2018-05-18 5:49:25,0,100,992,1,2018-05-18 5:49:25,R_20VxNeB9EcYN7qr,anonymous,DA,1,1,55,4,5,2,8,3,1,4,4,6,6,4,3,6,5,4,5,8,9,4,9,99.329,151.892,154.337,9,4,4,4,2,4,4,8,4,7,66.161,101.179,103.58,9,6,5,6,6,7,8,9,7,9,33.173,62.334,64.952,9,8,8,9,8,9,9,9,9,10,54.24,79.736,81.618,9,4,4,4,3,5,6,6,5,6,20.325,43.247,45.718,9,1,NA,NA,NA,NA,1,NA,1,5,4,2,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,46.055,46.055,48.165,1,NA,NA,NA,NA,NA,1,3,4,1,2,5,188,2,2,3,4,1,5,2,3,1,2,4,5,5afe9d83-6001-48bd-8fdb-1be11c4e538a,992,allerede har dannet,Alternativet,har et klart oenske om,1,NA,1,NA,NA,NA,2,3,1,4,4,2,1,3,NA,NA,NA,NA,NA,1,NA,1,NA,2,5,3,1,4
2018-05-18 5:55:20,2018-05-18 5:55:54,0,100,33,1,2018-05-18 5:55:54,R_2rlt977MG7MKiQ6,anonymous,DA,1,2,46,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5afea2df-a04f-4dfb-830c-c702b80eae1b,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18 5:43:20,2018-05-18 6:04:09,0,100,1248,1,2018-05-18 6:04:09,R_2bT8LKbd41jETUo,anonymous,DA,1,2,51,10,5,3,8,2,4,12,2,8,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,12,12,12,33.878,39.724,42.602,9,12,12,12,12,12,12,12,12,12,43.654,49.875,50.947,9,12,12,12,12,12,12,12,12,12,149.595,158.209,161.24,11,12,12,12,12,12,12,12,12,12,55.179,61.033,62.899,9,12,12,12,12,12,12,12,12,12,11.969,16.262,18.225,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,52.205,52.205,61.632,1,NA,NA,NA,NA,NA,5,2,3,1,4,5,174,2,4,2,1,3,5,5,3,2,4,1,5,5afea004-ca14-4bf7-a67f-03489a5ecbc2,1248,control,Radikale Venstre,har et klart oenske om,1,1,NA,NA,NA,NA,4,3,1,2,NA,NA,NA,NA,4,2,1,3,NA,1,NA,1,NA,2,3,5,1,4
2018-05-18 5:45:48,2018-05-18 6:05:24,0,100,1175,1,2018-05-18 6:05:24,R_3KC5sjtrriBj18M,anonymous,DA,1,1,70,10,5,1,8,8,6,6,4,8,9,4,10,11,7,6,12,4,3,9,3,64.348,133.518,136.864,11,3,4,8,2,12,4,7,4,4,30.514,115.539,117.232,12,5,7,5,3,12,8,8,4,8,42.01,92.751,96.309,9,7,7,7,7,12,9,9,8,9,44.331,87.631,90.808,9,4,4,6,5,12,7,5,6,7,28.334,72.223,73.96,9,1,1,NA,NA,NA,NA,NA,4,5,3,2,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51.887,51.887,53.588,1,1,1,3,4,2,5,175,2,3,1,2,4,5,1,2,4,3,1,5,5afea075-1fa5-4eb2-98b8-226564ea1bd8,1175,umuligt kan danne,Alternativet,paa ingen maade oensker,2,NA,NA,NA,NA,1,1,3,2,4,2,1,3,4,NA,NA,NA,NA,NA,NA,1,NA,1,5,4,3,1,2
2018-05-18 6:08:52,2018-05-18 6:09:30,0,100,38,1,2018-05-18 6:09:30,R_1l0E8EviyeqY1lp,anonymous,DA,1,1,45,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5afea5f3-0b6c-4a9a-9622-c22a37f42cc3,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18 6:00:57,2018-05-18 6:09:40,0,100,522,1,2018-05-18 6:09:40,R_3sv6lVHlBf9i9Ye,anonymous,DA,1,1,49,4,5,3,1,8,2,11,1,3,4,1,7,9,3,5,2,5,1,9,3,21.911,71.207,73.844,11,6,6,11,4,11,6,11,6,8,11.461,54.113,56.229,12,7,4,7,8,10,10,11,7,10,5.752,39.554,43.199,12,7,7,9,6,9,7,9,7,9,10.185,52.128,54.479,15,4,4,11,3,11,4,11,4,10,9.12,39.057,41.976,12,1,1,NA,NA,NA,NA,NA,3,1,2,4,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,28.376,39.337,41.314,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,1,5,175,2,4,1,3,2,5,1,3,4,1,2,5,5afea42a-764b-47b2-b2cc-fc2711082516,522,umuligt kan danne,Radikale Venstre,control,2,NA,NA,NA,1,NA,4,2,3,1,1,4,2,3,NA,NA,NA,NA,1,NA,NA,NA,1,4,2,3,1,5
